---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;storage;display;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
variable;name;type;format;label;variable;label;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---------------------------------------------------------------------------------------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;10;2;Trustee;8;0;8;;;29;;;30;23;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.6666666;0.3333333;24
4;17;2;Third Party;8;0;8;;;29;;;30;30;;B hat 66% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.6666666;0.3333333;16
4;3;2;Investor;8;12;8;;;29;;;9;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.6666666;0.3333333;8
4;2;3;Third Party;7;0;10;;;-1;;;30;30;;Leute vertraut eurer Gruppe nur etwas mehr. Wenn du spendabel bist wirst du belohnt! Trau dich eine Runde! Niemand mag Geiz;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.4583333;0.4761905;16
4;6;3;Trustee;7;0;10;;;-1;;;30;10;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.4583333;0.4761905;19
4;18;3;Investor;7;6;10;;;-1;;;18;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.4583333;0.4761905;11
4;7;4;Third Party;5;0;11;;;39;;;30;30;;B zahlt konstant zurÅck- es ist mit dem gleichen Betrag wie in der letzten Runde zu rechnen;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.8333334;0.7333333;16
4;1;4;Investor;5;3;11;;;39;;;18;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0.8333334;0.7333333;14
4;16;4;Trustee;5;0;11;;;39;;;30;38;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.8333334;0.7333333;12
4;13;5;Third Party;8;0;16;;;74;;;30;30;;generous god der b;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.8333334;0.6666667;16
4;9;5;Trustee;8;0;16;;;74;;;30;5;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.8333334;0.6666667;16
4;15;5;Investor;8;16;16;;;74;;;13;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.8333334;0.6666667;16
4;4;6;Third Party;7;0;11;;;26;;;30;30;;Teilnehmer B hat in der letzten Runde 52,4% seiner erhaltenen Summe zurÅckgesehndet, es ist also kein schlechtes GeschÑft gewesen.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.5238095;0.5238096;16
4;14;6;Trustee;7;0;11;;;26;;;30;8;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.5238095;0.5238096;18
4;5;6;Investor;7;7;11;;;26;;;16;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.5238095;0.5238096;12
5;4;1;Third Party;8;0;14;;;20;;;30;30;;Teilnehmer B sendete 66,7% des erhaltenen Betrags an Teilnehmer A zurÅck.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.6666666;0.5833333;16
5;8;1;Trustee;8;0;14;;;20;;;30;16;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.6666666;0.5833333;18
5;15;1;Investor;8;16;14;;;20;;;9;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.6666666;0.5833333;14
5;9;2;Trustee;3;0;8;;;38;;;30;29;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.6666666;0.8888889;9
5;18;2;Investor;3;2;8;;;38;;;14;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.6666666;0.8888889;13
5;7;2;Third Party;3;0;8;;;38;;;30;30;;die zurÅck gesendeten punkte sinken;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.6666666;0.8888889;16
5;2;3;Third Party;7;0;14;;;15;;;30;30;;sieht schon besser aus. Es wird belohnt mehr zu geben da man noch mehr zurÅckbekommt. Weiter so!;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.5238095;0.6666667;16
5;11;3;Investor;7;12;14;;;15;;;28;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.5238095;0.6666667;15
5;14;3;Trustee;7;0;14;;;15;;;30;24;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.5238095;0.6666667;15
5;5;4;Investor;7;9;14;;;70;;;20;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.7333333;0.6666667;15
5;16;4;Trustee;7;0;14;;;70;;;30;9;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.7333333;0.6666667;15
5;13;4;Third Party;7;0;14;;;70;;;30;30;;b geizt nit;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.7333333;0.6666667;16
5;6;5;Trustee;7;0;9;;;30;;;30;20;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.4761905;0.4285714;20
5;1;5;Investor;7;3;9;;;30;;;39;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0.4761905;0.4285714;10
5;12;5;Third Party;7;0;9;;;30;;;30;30;;47,6% wurden zurÅck gezahlt. Was ist nur los mit euch, ihr hÑttet alle 20? mitnehmen kînnen heute -.-;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0.4761905;0.4285714;16
5;3;6;Investor;4;6;7;;;30;;;13;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.3333333;0.5833333;11
5;10;6;Trustee;4;0;7;;;30;;;30;25;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.3333333;0.5833333;13
5;17;6;Third Party;4;0;7;;;30;;;30;30;;B hat 33% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.3333333;0.5833333;16
6;15;1;Investor;8;16;16;;;42;;;7;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.6666666;0.6666667;16
6;14;1;Trustee;8;0;16;;;42;;;30;14;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.6666666;0.6666667;16
6;4;1;Third Party;8;0;16;;;42;;;30;30;;66,7% des erhaltenen Betrags wurden von Teilnehmer B zurÅckgesendet.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.6666666;0.6666667;16
6;16;2;Trustee;4;0;10;;;61;;;30;8;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.6666666;0.8333333;10
6;11;2;Investor;4;2;10;;;61;;;29;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.6666666;0.8333333;14
6;13;2;Third Party;4;0;10;;;61;;;30;30;;der b ist so jemand, der kînnte ne gartenzwergkolonie besitzen. LG, gez. C;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.6666666;0.8333333;16
6;8;3;Trustee;4;0;8;;;19;;;30;17;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.5833333;0.6666667;12
6;3;3;Investor;4;4;8;;;19;;;24;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.5833333;0.6666667;12
6;7;3;Third Party;4;0;8;;;19;;;30;30;;b sendet weniger zurÅck als erhalten;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.5833333;0.6666667;16
6;2;4;Third Party;5;0;2;;;3;;;30;30;;(Fast) Alles zu geben ist kein Risiko, sondern eine gute Entscheidung. So kommen mehr Coins zurÅck, da mehr im Umlauf sind!!!;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.5833333;0.1333333;16
6;10;4;Trustee;5;0;2;;;3;;;30;13;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.5833333;0.1333333;21
6;18;4;Investor;5;11;2;;;3;;;22;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.5833333;0.1333333;5
6;1;5;Investor;4;8;7;;;19;;;13;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0.4285714;0.5833333;11
6;17;5;Third Party;4;0;7;;;19;;;30;30;;B hat 43 zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.4285714;0.5833333;16
6;6;5;Trustee;4;0;7;;;19;;;30;28;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.4285714;0.5833333;13
6;5;6;Investor;8;12;16;;;50;;;9;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.8888888;0.6666667;16
6;9;6;Trustee;8;0;16;;;50;;;30;6;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.8888888;0.6666667;16
6;12;6;Third Party;8;0;16;;;50;;;30;30;;88,9% wurden zurÅck gezahlt. Der beste Wert bis jetzt.;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0.8888888;0.6666667;16
7;7;1;Third Party;8;0;14;;;52;;;30;30;;B hat in letzter Runde 83,3 Prozent an A zurÅck gezahlt;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.8333334;0.5833333;16
7;11;1;Investor;8;15;14;;;52;;;25;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.8333334;0.5833333;14
7;16;1;Trustee;8;0;14;;;52;;;30;16;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.8333334;0.5833333;18
7;3;2;Investor;8;8;12;;;78;;;35;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.5833333;0.5;12
7;6;2;Trustee;8;0;12;;;78;;;30;5;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.5833333;0.5;20
7;12;2;Third Party;8;0;12;;;78;;;30;30;;58,3% wurden zurÅck gezahlt. Was ist nur los mit euch, ihr hÑttet alle 20? mitnehmen kînnen heute -.-;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0.5833333;0.5;16
7;13;3;Third Party;4;0;4;;;33;;;30;30;;dem b wÅrde ich nicht trauen, der fÅhrt was im schilde. gez. george orwell 1984;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.1333333;0.3333333;16
7;5;3;Investor;4;4;4;;;33;;;39;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.1333333;0.3333333;8
7;10;3;Trustee;4;0;4;;;33;;;30;12;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.1333333;0.3333333;16
7;9;4;Trustee;8;0;16;;;6;;;30;5;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.6666666;0.6666667;16
7;1;4;Investor;8;5;16;;;6;;;27;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0.6666666;0.6666667;16
7;2;4;Third Party;8;0;16;;;6;;;30;30;;Wie sagte der fliegende HollÑnder bei Spongebob Schwammkopf: Sei niemals geizig! Macht es richtig und verdient mehr als ich! Traut euch mehr zu geben;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.6666666;0.6666667;16
7;17;5;Third Party;8;0;15;;;49;;;30;30;;B hat 67% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.6666666;0.625;16
7;15;5;Investor;8;16;15;;;49;;;7;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.6666666;0.625;15
7;8;5;Trustee;8;0;15;;;49;;;30;14;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.6666666;0.625;17
7;14;6;Trustee;5;0;8;;;51;;;30;27;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.6666666;0.5333334;15
7;4;6;Third Party;5;0;8;;;51;;;30;30;;Teilnehmer B hat in der letzten Runde 66,7% des erhaltenen Betrages zurÅckgesendet.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.6666666;0.5333334;16
7;18;6;Investor;5;6;8;;;51;;;20;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.6666666;0.5333334;11
8;9;1;Trustee;0;0;0;;;12;;;30;7;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.6666666;0;8
8;7;1;Third Party;0;0;0;;;12;;;30;30;;B hat 1 bis 2 Punkte zurÅck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.6666666;0;16
8;15;1;Investor;0;0;0;;;12;;;16;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.6666666;0;8
8;14;2;Trustee;7;0;14;;;26;;;30;20;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.5333333;0.6666667;15
8;12;2;Third Party;7;0;14;;;26;;;30;30;;53,3% wurden zurÅck gezahlt. Was ist nur los mit euch, wenn ihr gemeinschaftlich gedacht hÑttet, hÑttet ihr heute alle 20? mitnehmen kînnen -.-;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0.5333333;0.6666667;16
8;5;2;Investor;7;10;14;;;26;;;19;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.5333333;0.6666667;15
8;4;3;Third Party;4;0;11;;;45;;;30;30;;Es wurden in der letzen Runde von Teilnehmer B 58.3% des erhaltenen Betrags zurÅckgesand, er mîchte wohl etwas mehr gewinn machen.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.5833333;0.9166667;16
8;16;3;Trustee;4;0;11;;;45;;;30;4;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.5833333;0.9166667;9
8;18;3;Investor;4;4;11;;;45;;;13;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.5833333;0.9166667;15
8;1;4;Investor;8;9;12;;;42;;;20;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0.5;0.5;12
8;13;4;Third Party;8;0;12;;;42;;;30;30;;b ist jemand, der kauft den stra·enfeger. b ist gut, sei wie b.;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.5;0.5;16
8;6;4;Trustee;8;0;12;;;42;;;30;4;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.5;0.5;20
8;11;5;Investor;6;6;3;;;4;;;33;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.3333333;0.1666667;5
8;10;5;Trustee;6;0;3;;;4;;;30;14;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.3333333;0.1666667;23
8;17;5;Third Party;6;0;3;;;4;;;30;30;;B hat 33% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.3333333;0.1666667;16
8;2;6;Third Party;8;0;14;;;20;;;30;30;;Teams sind da um einander zu helfen. Also packe mit an bringe viel in Umlauf. Du wirst auch belohnt.;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.625;0.5833333;16
8;3;6;Investor;8;12;14;;;20;;;21;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.625;0.5833333;14
8;8;6;Trustee;8;0;14;;;20;;;30;7;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.625;0.5833333;18
9;5;1;Investor;8;10;11;;;13;;;6;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.5;0.4583333;11
9;17;1;Third Party;8;0;11;;;13;;;30;30;;B hat 50% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.5;0.4583333;16
9;6;1;Trustee;8;0;11;;;13;;;30;4;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.5;0.4583333;21
9;4;2;Third Party;4;0;8;;;53;;;30;30;;Teilnehmer B hat in der letzen Runde 58,3% zurÅckgesendet. Kein schlechter Deal.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.5833333;0.6666667;16
9;8;2;Trustee;4;0;8;;;53;;;30;13;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.5833333;0.6666667;12
9;18;2;Investor;4;4;8;;;53;;;15;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.5833333;0.6666667;12
9;15;3;Investor;8;16;16;;;-4;;;23;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.6666666;0.6666667;16
9;14;3;Trustee;8;0;16;;;-4;;;30;10;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.6666666;0.6666667;16
9;2;3;Third Party;8;0;16;;;-4;;;30;30;;Ich wei· dass du den fliegenden HollÑnder von Spongebob kennst :) Er sagte: sei niemals geizig! so wie Mr. Krabs. Er wurde auch bestraft.;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0.6666666;0.6666667;16
9;13;4;Third Party;8;0;15;;;1;;;30;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1165;;0.9166666;0.625;16
9;16;4;Trustee;8;0;15;;;1;;;30;11;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.9166666;0.625;17
9;3;4;Investor;8;8;15;;;1;;;11;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.9166666;0.625;15
9;1;5;Investor;5;5;11;;;12;;;25;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0;0.7333333;14
9;12;5;Third Party;5;0;11;;;12;;;30;30;;Dieser Pfosten(voraussichtlich er hat etwas bekommen) hat doch tatsÑchlich nichts zurÅckgezahlt. Traurig!;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0;0.7333333;16
9;9;5;Trustee;5;0;11;;;12;;;30;16;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0;0.7333333;12
9;11;6;Investor;0;0;0;;;44;;;30;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.1666667;0;8
9;7;6;Third Party;0;0;0;;;44;;;30;30;;16,7 Prozent hat B in der letzten Runde zurÅck gezahlt;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.1666667;0;16
9;10;6;Trustee;0;0;0;;;44;;;30;18;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0.1666667;0;8
10;15;1;Investor;0;0;0;;;29;;;15;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1167;;0.625;0;8
10;17;1;Third Party;0;0;0;;;29;;;30;30;;B hat 63% zÅruck gesendet;;;;;;;;;;;;;;;1;;49;NoCost;1169;;0.625;0;16
10;16;1;Trustee;0;0;0;;;29;;;30;18;;;;;;;;;;;;;;;;;0;;49;NoCost;1168;;0.625;0;8
10;7;2;Third Party;4;0;10;;;53;;;30;30;;vermutlich nur 2-3 ECU;;;;;;;;;;;;;;;1;;49;NoCost;1159;;0.7333333;0.8333333;16
10;5;2;Investor;4;6;10;;;53;;;44;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1157;;0.7333333;0.8333333;14
10;9;2;Trustee;4;0;10;;;53;;;30;15;;;;;;;;;;;;;;;;;0;;49;NoCost;1161;;0.7333333;0.8333333;10
10;8;3;Trustee;6;0;0;;;62;;;30;4;;;;;;;;;;;;;;;;;0;;49;NoCost;1160;;0.6666666;0;26
10;12;3;Third Party;6;0;0;;;62;;;30;30;;66,7% wurden zurÅck gezahlt. Was ist nur los mit euch???;;;;;;;;;;;;;;;1;;49;NoCost;1164;;0.6666666;0;16
10;18;3;Investor;6;9;0;;;62;;;20;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1170;;0.6666666;0;2
10;10;4;Trustee;6;0;0;;;-7;;;30;22;;;;;;;;;;;;;;;;;0;;49;NoCost;1162;;0;0;26
10;2;4;Third Party;6;0;0;;;-7;;;30;30;;Rapper Fard bei dem Track Rashid und Jamal: Da ist das Geld oft knapp noch ein weiterer Grund warum er sich  einen Kopf macht! In diese Situation will doch niemand. Also hau viel raus damit mehr zurÅckbekommst;;;;;;;;;;;;;;;1;;49;NoCost;1154;;0;0;16
10;1;4;Investor;6;7;0;;;-7;;;32;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1153;;0;0;2
10;6;5;Trustee;8;0;11;;;75;;;30;4;;;;;;;;;;;;;;;;;0;;49;NoCost;1158;;0.4583333;0.4583333;21
10;13;5;Third Party;8;0;11;;;75;;;30;30;;b sammelt heute viel, aber keine karmapunkte;;;;;;;;;;;;;;;1;;49;NoCost;1165;;0.4583333;0.4583333;16
10;3;5;Investor;8;8;11;;;75;;;12;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1155;;0.4583333;0.4583333;11
10;14;6;Trustee;6;0;9;;;9;;;30;13;;;;;;;;;;;;;;;;;0;;49;NoCost;1166;;0.6666666;0.5;17
10;11;6;Investor;6;10;9;;;9;;;20;30;;;;;;;;;;;;;;;;;0;;49;NoCost;1163;;0.6666666;0.5;11
10;4;6;Third Party;6;0;9;;;9;;;30;30;;Teilnehmer B sendete in der letzen Runde 66,7% an Teilnehmer A zurÅck.;;;;;;;;;;;;;;;1;;49;NoCost;1156;;0.6666666;0.5;16
1;9;1;Trustee;5;0;8;;;;;;30;19;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;;0.5333334;15
1;5;1;Third Party;5;0;8;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1229;;;0.5333334;16
1;14;1;Investor;5;5;8;;;;;;22;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;;0.5333334;11
1;18;2;Trustee;8;0;10;;;;;;30;29;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;;0.4166667;22
1;12;2;Third Party;8;0;10;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1236;;;0.4166667;16
1;4;2;Investor;8;10;10;;;;;;21;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;;0.4166667;10
1;6;3;Third Party;8;0;8;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1230;;;0.3333333;16
1;13;3;Trustee;8;0;8;;;;;;30;12;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;;0.3333333;24
1;10;3;Investor;8;8;8;;;;;;11;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;;0.3333333;8
1;17;4;Trustee;6;0;8;;;;;;30;40;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;;0.4444444;18
1;11;4;Third Party;6;0;8;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1235;;;0.4444444;16
1;16;4;Investor;6;5;8;;;;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;;0.4444444;10
1;15;5;Trustee;5;0;7;;;;;;30;14;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;;0.4666667;16
1;2;5;Third Party;5;0;7;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1226;;;0.4666667;16
1;1;5;Investor;5;8;7;;;;;;24;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;;0.4666667;10
1;8;6;Third Party;8;0;12;;;;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1232;;;0.5;16
1;7;6;Investor;8;14;12;;;;;;18;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;;0.5;12
1;3;6;Trustee;8;0;12;;;;;;30;26;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;;0.5;20
2;2;1;Third Party;7;0;13;;;7;;;30;30;;B hat 53,3% in letzte Runde A zurÅckgegeben;;;;;;;;;;;;;;;1;;52;NoCost;1226;;0.5333333;0.6190476;16
2;7;1;Investor;7;12;13;;;7;;;38;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.5333333;0.6190476;14
2;9;1;Trustee;7;0;13;;;7;;;30;29;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.5333333;0.6190476;16
2;6;2;Third Party;8;0;15;;;37;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1230;;0.4666667;0.625;16
2;1;2;Investor;8;10;15;;;37;;;10;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.4666667;0.625;15
2;15;2;Trustee;8;0;15;;;37;;;30;26;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.4666667;0.625;17
2;18;3;Trustee;4;0;7;;;22;;;30;29;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.4166667;0.5833333;13
2;12;3;Third Party;4;0;7;;;22;;;30;30;;Teilnehmer B hat in der letzten Runde 41.7% von seinem erhaltenen Betrag zurÅck gesendet.;;;;;;;;;;;;;;;1;;52;NoCost;1236;;0.4166667;0.5833333;16
2;14;3;Investor;4;2;7;;;22;;;20;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1238;;0.4166667;0.5833333;11
2;16;4;Investor;8;10;13;;;2;;;19;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.5;0.5416667;13
2;11;4;Third Party;8;0;13;;;2;;;30;30;;B hat in der letzten Runde 50% von seinem erhaltenen Betrag zurÅckgegeben.;;;;;;;;;;;;;;;1;;52;NoCost;1235;;0.5;0.5416667;16
2;3;4;Trustee;8;0;13;;;2;;;30;15;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5;0.5416667;19
2;17;5;Trustee;8;0;12;;;-7;;;30;26;;;;;;;;;;;;;;;;;0;;52;NoCost;1241;;0.4444444;0.5;20
2;10;5;Investor;8;8;12;;;-7;;;10;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.4444444;0.5;12
2;8;5;Third Party;8;0;12;;;-7;;;30;30;;44,4% von  B zurÅck;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.4444444;0.5;16
2;4;6;Investor;5;5;8;;;30;;;38;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.3333333;0.5333334;11
2;5;6;Third Party;5;0;8;;;30;;;30;30;;Ein drittel wurde zurÅckgesendet, also bekommst du genauso viel zurÅck wie du gibst. wenn er wieder so handelt...;;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.3333333;0.5333334;16
2;13;6;Trustee;5;0;8;;;30;;;30;32;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.3333333;0.5333334;15
3;1;1;Investor;8;12;14;;;-39;;;26;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1225;;0.625;0.5833333;14
3;6;1;Third Party;8;0;14;;;-39;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1230;;0.625;0.5833333;16
3;15;1;Trustee;8;0;14;;;-39;;;30;20;;;;;;;;;;;;;;;;;0;;52;NoCost;1239;;0.625;0.5833333;18
3;3;2;Trustee;6;0;9;;;51;;;30;25;;;;;;;;;;;;;;;;;0;;52;NoCost;1227;;0.5416667;0.5;17
3;4;2;Investor;6;8;9;;;51;;;33;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1228;;0.5416667;0.5;11
3;11;2;Third Party;6;0;9;;;51;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1235;;0.5416667;0.5;16
3;9;3;Trustee;7;0;11;;;37;;;30;19;;;;;;;;;;;;;;;;;0;;52;NoCost;1233;;0.6190476;0.5238096;18
3;16;3;Investor;7;12;11;;;37;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1240;;0.6190476;0.5238096;12
3;5;3;Third Party;7;0;11;;;37;;;30;30;;62 prozent, also ein netter Mensch, du machst gewinn :);;;;;;;;;;;;;;;1;;52;NoCost;1229;;0.6190476;0.5238096;16
3;10;4;Investor;8;6;0;;;18;;;20;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1234;;0.5833333;0;0
3;18;4;Trustee;8;0;0;;;18;;;30;28;;;;;;;;;;;;;;;;;0;;52;NoCost;1242;;0.5833333;0;32
3;12;4;Third Party;8;0;0;;;18;;;30;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1236;;0.5833333;0;16
3;7;5;Investor;6;12;8;;;39;;;17;30;;;;;;;;;;;;;;;;;0;;52;NoCost;1231;;0.5333333;0.4444444;10
3;13;5;Trustee;6;0;8;;;39;;;30;39;;;;;;;;;;;;;;;;;0;;52;NoCost;1237;;0.5333333;0.4444444;18
3;8;5;Third Party;6;0;8;;;39;;;30;30;;53,3% von B zurÅck;;;;;;;;;;;;;;;1;;52;NoCost;1232;;0.5333333;0.4444444;16
